-1.98666,-0.00228882,0.0
-1.95108,0.0324707,0.0
-1.92679,-0.046936,0.0
-1.86688,-0.0678101,0.0
-1.84698,0.00881958,0.0
-1.8064,-0.108795,0.0
-1.784,-0.0264893,0.0
-1.75729,-0.185059,0.0
-1.7399,-0.0408325,0.0
-1.73489,-0.0914001,0.0
-1.71658,-0.0308838,0.0
-1.70807,-0.2211,0.0
-1.70673,-0.13623,0.0
-1.68668,0.270081,0.0
-1.66971,-0.298492,0.0
-1.66492,0.0975952,0.0
-1.64252,-0.310272,0.0
-1.63068,-0.00253296,0.0
-1.62112,0.0897827,0.0
-1.61554,0.166321,0.0
-1.61407,-0.382355,0.0
-1.6066,0.347351,0.0
-1.60306,-0.199371,0.0
-1.595,0.07901,0.0
-1.59195,0.360779,0.0
-1.58936,0.0223999,0.0
-1.58804,0.362732,0.0
-1.58438,-0.113831,0.0
-1.57388,0.262939,0.0
-1.57239,-0.361328,0.0
-1.56573,0.375122,0.0
-1.5614,-0.254486,0.0
-1.55902,-0.278778,0.0
-1.5528,0.357086,0.0
-1.54498,0.242676,0.0
-1.54111,0.337036,0.0
-1.53464,0.228302,0.0
-1.52863,0.0557861,0.0
-1.51288,-0.059082,0.0
-1.51059,-0.361603,0.0
-1.50552,0.48938,0.0
-1.49927,0.184265,0.0
-1.49515,-0.0307922,0.0
-1.48807,0.451355,0.0
-1.48346,0.173767,0.0
-1.47598,-0.3526,0.0
-1.46555,0.50119,0.0
-1.46384,0.35965,0.0
-1.45856,0.42926,0.0
-1.45395,-0.180267,0.0
-1.44376,-0.00686646,0.0
-1.44016,0.107635,0.0
-1.43466,0.224274,0.0
-1.42972,-0.295868,0.0
-1.42075,-0.220917,0.0
-1.4133,0.225006,0.0
-1.40979,0.18042,0.0
-1.40314,0.413483,0.0
-1.40115,-0.119781,0.0
-1.39865,0.140106,0.0
-1.38828,-0.548767,0.0
-1.38297,0.533112,0.0
-1.37769,-0.435028,0.0
-1.37555,0.324554,0.0
-1.37039,-0.0731506,0.0
-1.36783,-0.517639,0.0
-1.34933,-0.0012207,0.0
-1.34558,0.603424,0.0
-1.33566,-0.0579529,0.0
-1.33243,-0.315948,0.0
-1.33029,-0.0121155,0.0
-1.32767,0.430023,0.0
-1.32068,-0.307617,0.0
-1.31607,-0.201385,0.0
-1.31107,-0.000244141,0.0
-1.30746,-0.573303,0.0
-1.29886,-0.345551,0.0
-1.29474,-0.344635,0.0
-1.29062,0.605804,0.0
-1.27979,0.546448,0.0
-1.27356,0.584534,0.0
-1.27148,-0.499481,0.0
-1.26971,0.453003,0.0
-1.2674,0.291962,0.0
-1.26077,-0.0504761,0.0
-1.25916,-0.0043335,0.0
-1.25595,0.410278,0.0
-1.25195,-0.203003,0.0
-1.25006,0.443298,0.0
-1.24643,-0.546661,0.0
-1.23843,-0.454926,0.0
-1.23621,0.260803,0.0
-1.22723,0.599945,0.0
-1.22549,0.632782,0.0
-1.22211,-0.634735,0.0
-1.22003,-0.143372,0.0
-1.21259,-0.475494,0.0
